,uid,source,SQN,text,origin,entity,start_char,end_char,class,subclass,ner_type,links
171,952580098196205568,twitter,0,Whatsapp Success Story in Hindi Whatsapp Founder Jan Koum Life Story httpstcoYjeb2e2zGE via YouTube,,Jan Koum,49,57,Person,Founder,PERSON,https://twitter.com//Discover_Bio/status/952580098196205568
172,951146250937790467,twitter,0,Whatsapp is one of the most popular apps on the planet But what did founder jankoum do before he built the messaging app and how did it all start httpstcoX2VOAUGa0n Entrepreneurs Apps Developers httpstcoJBggyoDI4O,,Jan Koum,-1,-1,Person,Founder,PERSON,https://twitter.com//AppInstitute/status/951146250937790467
173,953764651208232960,twitter,0,Tumblr CEO David Karp is stepping down from the company httpstcooDtWwqo1CB,,David Karp,11,21,Person,Founder,PERSON,https://twitter.com//SmartFlashCards/status/953764651208232960
174,953568054037774336,twitter,0,Tumblr CEO David Karp just sent an extraordinary farewell email to employees httpstcoMRSTChqLXk via Inc tumblr success founder,,David Karp,11,21,Person,Founder,PERSON,https://twitter.com//tropiconsultant/status/953568054037774336
175,935918956317089792,twitter,0,Even David Karp himself doesnt use Yahoo Mail httpstcoAIvtpDBzBO via mashable,,David Karp,5,15,Person,Founder,PERSON,https://twitter.com//macbeestje/status/935918956317089792
176,935893951139237888,twitter,0,Ive literally never heard any Tumblr user say anything about David Karp that wasnt agonized complaining about its shit feature support httpstco87bKNvT8Qd,,David Karp,61,71,Person,Founder,PERSON,https://twitter.com//magpiewhale/status/935893951139237888
177,952985986471837696,twitter,0,mgrooves bchesky I remember Also remember meeting Brian at TechCrunch Disrupt SF when Airbnb was launching The interim step was lonelyplanetcoms Thorn Tree BBS where independent travelers still connect peertopeer to fulfill travel wants and needs,,Brian Chesky,-1,-1,Person,Entrepreneur,PERSON,https://twitter.com//adnys/status/952985986471837696
178,952964133154099200,twitter,0,GLOBAL Airbnb CEO Brian Chesky has tweeted listings from Haiti Ghana and Kenya that showed they were beautiful enough to visit following President Donald Trumps derogatory comments about those nations httpstcoP5LLl9sav9,,Brian Chesky,18,30,Person,Entrepreneur,PERSON,https://twitter.com//caribbeannewsuk/status/952964133154099200
179,952885010104713216,twitter,0,bchesky Hey Brian Discounted flight programs mileage complimentary airport transfers tofrom my airbnb,,,-1,-1,Person,Entrepreneur,PERSON,https://twitter.com//thebrooklynapt/status/952885010104713216
180,952717601460940800,twitter,0,Airbnb CEO promotes properties in shole places Airbnb CEO Brian Chesky tweeted httpstcockiax2ezHy,,Brian Chesky,58,70,Person,Entrepreneur,PERSON,https://twitter.com//marvellous997/status/952717601460940800
181,953718634765004800,twitter,0,I liked a YouTube video httpstcopWKiDlRWOa Blitzscaling 18 Brian Chesky on Launching Airbnb and the Challenges of Scale,,Brian Chesky,59,71,Person,Entrepreneur,PERSON,https://twitter.com//steve_blom/status/953718634765004800
182,953442404408987649,twitter,0,AMD anandtech Lisa su will be the first woman to turn around a company Still more work to do,,Lisa Su,-1,-1,Person,Executive,PERSON,https://twitter.com//Kaz9837/status/953442404408987649
183,953350124972916736,twitter,0,Lisa Su talks product roadmap and product LAUNCH dates AMD httpstcovOayUjQYyN,,Lisa Su,0,7,Person,Executive,PERSON,https://twitter.com//StockFace/status/953350124972916736
184,953247211294527493,twitter,0,webdevMason Jonathan Blow The CEO of AMD Lisa Su is trying to save us from an Intel dominated future httpstcoWAYNJSPXER,,Lisa Su,41,48,Person,Executive,PERSON,https://twitter.com//chenti999/status/953247211294527493
185,950723536171266049,twitter,0,Wall Street missing AMDs growth At 12 share AMD on 18 Target see Quarterly 2918 GPU chip maker taking on Nividia amp CPUs at Intel AMD Lisa Su harnessing AMDs collective leadership in Research chip Sales and AIs future AMD undervalued CNBC MariaBartiromo business,,Lisa Su,135,142,Person,Executive,PERSON,https://twitter.com//munchee10/status/950723536171266049
186,950708775991873536,twitter,0,Interview by John Morris of ZDNet with AMDs CEO Lisa Su conducted at IEDM2017 following her plenary presentation IEDM 2017 AMD says Epyc is just the beginning AMD CEO Lisa Su capped a big year for the company with an opening address at IEDM 2017 httpstcoRPsqTksPMv,,Lisa Su,48,55,Person,Executive,PERSON,https://twitter.com//ieee_iedm/status/950708775991873536
187,953753315015356416,twitter,0,Intel CEO Brian Krzanich explains why companies must dive into AI or risk being outpaced by other orgs httpstcodP2iGUY7yM DX enterprise httpstcotfco1dExQ0,,Brian Krzanich,10,24,Person,Executive,PERSON,https://twitter.com//Paula_Tolliver/status/953753315015356416
188,953633614662635521,twitter,0,Intel CEO Brian Krzanich pitches Artificial Intelligence quantum computing at CES 2018 httpstcoSguNToqkJH ArtificialIntelligence AI IoT InternetOfThings IIoT IndustrialIoT Industry40 ML DL MachineLearning DeepLearning BigData by irfida via c0nvey,,Brian Krzanich,10,24,Person,Executive,PERSON,https://twitter.com//sandagga/status/953633614662635521
189,953378384024776704,twitter,0,What is a voxel Intel CEO Brian Krzanich explains at CES2018 httpstco4y1kH6XVfU CES tech,,Brian Krzanich,26,40,Person,Executive,PERSON,https://twitter.com//Tarantino4me/status/953378384024776704
190,951605619382943746,twitter,0,Intel CEO Pledges Commitment to Security Following Meltdown and Spectre Vulnerabilities Intel CEO Brian Krzanich today wrote an open letter to Intel customers following the Meltdown and Spectre hardwarebased vulnerabilities that impact its proc httpstcoxvEpRQuhmO,,Brian Krzanich,98,112,Person,Executive,PERSON,https://twitter.com//GadgetScouter/status/951605619382943746
191,950651150419808256,twitter,0,During CES keynote Intel CEO Brian Krzanich plays down security issues and plays up new tech httpstcor2OsT4HBhd via siliconANGLE,,Brian Krzanich,29,43,Person,Executive,PERSON,https://twitter.com//BLACKCERT/status/950651150419808256
192,950648340932313088,twitter,0,We all know autonomous cars thanks to technology improvement Intel CEO Brian KRZANICH presents for the first time live on stage at CES2018 the first autonomous HELICOPTER Very impressive for us in the public Enjoy httpstcomgGPCQLoS6,,Brian Krzanich,-1,-1,Person,Executive,PERSON,https://twitter.com//IamPascal/status/950648340932313088
193,953778912139628545,twitter,0,Marc Bergevin and the coaching staff are too stubborn to even consider Alex Galchenyuk at centre at this point It would go against their beliefs that hes not suited for the position If he were to succeed theyd look beyond foolish MontrealCanadiens Habs httpstco5kgZfQGTbf,,Marc Bergevin,0,13,Person,Businessperson,PERSON,https://twitter.com//AATHabs/status/953778912139628545
194,953778797333037056,twitter,0,R Programming for Data Science httpstcouBbtt3SZIC by Roger D Peng is the featured book on httpstco7B8N7ZWvYT Congratulations rdpeng on reaching over 150000 readers,,Hypertext Transfer Protocol,-1,-1,Person,Businessperson,PERSON,https://twitter.com//leanpub/status/953778797333037056
195,953778436731961347,twitter,0,So Kiki Vandeweghe me and him brod out when i caddied for him httpstcoF3CHOKH4oN,,Kiki Vandeweghe,3,18,Person,Businessperson,PERSON,https://twitter.com//the_real_dgraz/status/953778436731961347
196,953778891516080128,twitter,0,Pein and I are gonna be famous rappers like Snoop Dogg SharkBot,,Snoop Dogg,44,54,Person,Businessperson,PERSON,https://twitter.com//HeresSharky/status/953778891516080128
197,953773092165378049,twitter,0,Watching my Moon Waiting for the Next Space Rocket Mr Elon Musk D D D D D D D D D httpstcost8RybeCsu,,Elon Musk,54,63,Person,Businessperson,PERSON,https://twitter.com//Maudj6/status/953773092165378049
198,953773987238162432,twitter,0,Elon Musk doesnt want to improve the auto industry he wants to reinvent it httpstcoWkERan8Enx selfdrivingcars Tesla httpstcop82qWNFR3J,,Elon Musk,0,9,Person,Businessperson,PERSON,https://twitter.com//firsttimedriver/status/953773987238162432
199,953763875530227712,twitter,0,Failure is an option here If things are not failing you are not innovating enough Elon Musk httpstcoEkNG3bhwMD,,Elon Musk,82,91,Person,Businessperson,PERSON,https://twitter.com//dpsuresh/status/953763875530227712
200,953765449707134976,twitter,0,dopetard The point that im trying to make is that Elon Musk is idolized by many entrepreneurs including myself but the downside to idolization is that we may try to follow in every one of their steps his quote may create a misconception that the formula to success more hours input,,Elon Musk,50,59,Person,Businessperson,PERSON,https://twitter.com//EggrolI/status/953765449707134976
201,953765982736072704,twitter,0,Elon Musk says Tesla Model 3 will be highly voice controlled,,Elon Musk,0,9,Person,Businessperson,PERSON,https://twitter.com//subtletea/status/953765982736072704
202,953765953485099009,twitter,0,Poll Finds 71 Republicans think that Elon Musk ate Urban Outfitters CEO after alt right group finds an old tweet about room decor inspired by Communist Revolutions experts say,,Elon Musk,37,46,Person,Businessperson,PERSON,https://twitter.com//The_HeadlineBot/status/953765953485099009
203,953767048181702656,twitter,0,nntaleb AStratelates HodorRodoh19 Does that mean you dont believe Elon Musk will achieve his Mars Colony within 20 years,,Elon Musk,66,75,Person,Businessperson,PERSON,https://twitter.com//ctlansdown/status/953767048181702656
204,953768874264084480,twitter,0,LATlands Elon Musks tunnel boring plan suddenly makes sense,,Elon Musk,9,18,Person,Businessperson,PERSON,https://twitter.com//DanBeucke/status/953768874264084480
205,953741991808061441,twitter,0,Mark Zuckerberg post pressures Congress to save DACA httpstcoT3TYusOzW8 httpstco66tBeSI4aV,,Mark Zuckerberg,0,15,Person,Businessperson,PERSON,https://twitter.com//naijaxtreme/status/953741991808061441
206,953741404135706624,twitter,0,Mark Zuckerberg says hes changing the way Facebook works for peoples wellbeing but it could be worse for your mental health via Inc httpstcopkg2DjI4UX httpstcoJzOhDExA6e,,Mark Zuckerberg,0,15,Person,Businessperson,PERSON,https://twitter.com//BI_Strategy/status/953741404135706624
207,953751698677301248,twitter,0,Mark Zuckerberg just made a sweeping change to Facebook that will affect 2 billion people and tons of businesses httpstcoUlSvRyJ0tv,,Mark Zuckerberg,0,15,Person,Businessperson,PERSON,https://twitter.com//AmirVelodyne/status/953751698677301248
208,953770891275628545,twitter,0,Elon Musk and Mark Zuckerberg are both wrong about AI and the robot apocalypse httpstcorWVf9ZaTME va qz,,Elon Musk,0,9,Person,Businessperson,PERSON,https://twitter.com//luisedopena/status/953770891275628545
209,953760375467626496,twitter,0,Be like Bill Gates and Warren Buffett If youre not spending 5 hours per week learning youre being irresponsible httpstcoycx6mz4o0i via qz httpstcoxIpF8iRAiY,,Bill Gates,8,18,Person,Businessperson,PERSON,https://twitter.com//BtoB101/status/953760375467626496
210,953761253935271936,twitter,0,im gonna say it bill gates is hot,,Bill Gates,-1,-1,Person,Businessperson,PERSON,https://twitter.com//quackbar/status/953761253935271936
211,953761872037195776,twitter,0,how bill gates the richest man on earth and doesnt have his face on a bill,,Bill Gates,-1,-1,Person,Businessperson,PERSON,https://twitter.com//ChandlerLowery3/status/953761872037195776
212,953768877132890113,twitter,0,Bill Gates is very strict about his kids using technology Guess how old they were before he allowed them to get httpstcoF1BplkRz0Z,,Bill Gates,0,10,Person,Businessperson,PERSON,https://twitter.com//steampoweredfam/status/953768877132890113
213,918135390925737984,twitter,0,From the Trilogy news page Trilogy CEO Edel Creely is new Ibec president httpstcojRjM7FivXJ,,Edel Creely,39,50,Person,Businessperson,PERSON,https://twitter.com//Trilogy_Tech/status/918135390925737984
214,923457905264922624,twitter,0,65 of children entering school today will end up in jobs that dont yet exist Edel Creely stresses the need to invest in youth HRSummit httpstcoxaXJlMbU7v,,Edel Creely,77,88,Person,Businessperson,PERSON,https://twitter.com//ibec_irl/status/923457905264922624
215,952107978945155072,twitter,0,Business Person of the Month December 2017 Edel Creely Trilogy Technologies and Ibec President ibec irl httpstcoO5Uf8aaLif,,Edel Creely,43,54,Person,Businessperson,PERSON,https://twitter.com//Trilogy_Tech/status/952107978945155072
216,953769897330278400,twitter,0,Apple Celebrates Groundbreaking of New Reno Warehouse With Visit From Apple CEO Tim Cook httpstcohiehccV5yu httpstcoseev0AoFgx,,Tim Cook,80,88,Person,Businessperson,PERSON,https://twitter.com//ianbrowncc/status/953769897330278400
217,953771536963469314,twitter,0,IRdotnet realDonaldTrump You do Realize that Tim Cook is AntiTrump right,,Tim Cook,45,53,Person,Businessperson,PERSON,https://twitter.com//EdKrassen/status/953771536963469314
218,953773870770737152,twitter,0,FoxBusiness FoxNews Apple go Tim Cook,,Tim Cook,29,37,Person,Businessperson,PERSON,https://twitter.com//connie1118/status/953773870770737152
219,953775287707332610,twitter,0,I guess Tim Cook from Apple is a perfect example on how making America great is working thank you president Trump,,Tim Cook,8,16,Person,Businessperson,PERSON,https://twitter.com//velezconcrete99/status/953775287707332610
220,953775477981933568,twitter,0,How can Tim Cook of Apple promise 20000 jobs when algorithms amp robots are going to displace everyone,,Tim Cook,8,16,Person,Businessperson,PERSON,https://twitter.com//zobop_republic/status/953775477981933568
221,953775964391165952,twitter,0,realDonaldTrump Tell Tim Cook to give you some credit on Apple bringing back back to US and 20k jobs He didnt mention your name on ABC News tonite which is 1st time they have said anything positive on economy They must not want the fake news trophy,,Tim Cook,21,29,Person,Businessperson,PERSON,https://twitter.com//ChasLakeErie/status/953775964391165952
222,953735414392737793,twitter,0,How Warren Buffett uses McDonalds to gamify his success httpstco8SrHBKPFyc,,Warren Buffett,4,18,Person,Businessperson,PERSON,https://twitter.com//CoachDaveMcGhee/status/953735414392737793
223,953736984517922820,twitter,0,Warren Buffett Still Wont Admit He Got It Wrong On Bitcoin httpstcoln233QanNL Bitcoin blockchain crypto cryptocurrency news newsoftheweek httpstcoQ1iDIvmG2I,,Warren Buffett,0,14,Person,Businessperson,PERSON,https://twitter.com//Remi_Vladuceanu/status/953736984517922820
224,953738238782590977,twitter,0,What Warren Buffett eats for breakfast and how he reminds himself that anything can happen in this world httpstcoSIf1pk5SFN,,Warren Buffett,5,19,Person,Businessperson,PERSON,https://twitter.com//rossgarber/status/953738238782590977
225,953742540855013376,twitter,0,Warren Buffett TIME essay I have good news First most American children are going to live far better than their parents did Second large gains in the living standards of Americans will continue for many generations to come httpstcoFruf0aNVjV,,Warren Buffett,0,14,Person,Businessperson,PERSON,https://twitter.com//jaisonblair/status/953742540855013376
226,953745798227005442,twitter,0,Chains of habit are too light to be felt until they are too heavy to be broken Warren Buffett,,Warren Buffett,79,93,Person,Businessperson,PERSON,https://twitter.com//veteranhank/status/953745798227005442
227,953750959351566336,twitter,0,maxwelltani TVAshleigh Warren Buffett says you can always tell someone to go to hell tomorrow But yeah I guess Katies way works too,,Warren Buffett,23,37,Person,Businessperson,PERSON,https://twitter.com//coryadair/status/953750959351566336
228,953762530224197632,twitter,0,My good friend Warren Buffett likes to say Be fearful when others are greedy and be greedy when others are fearful Pussy,,Warren Buffett,15,29,Person,Businessperson,PERSON,https://twitter.com//nfp_ea/status/953762530224197632
229,953755824463085568,twitter,0,TAThorogood Louisa Gaylord Pixelfish HSofa Dont worry if you get trapped you just need someone with Jeff Bezoss blood to let you out,,Jeff Bezos,100,110,Person,Businessperson,PERSON,https://twitter.com//demonslayyer/status/953755824463085568
230,953753272757751808,twitter,0,The internet Jeff Bezos is saving journalism Also the internet Jeff Bezos is killing journalism httpstcosZSmFuPhuw,,Jeff Bezos,13,23,Person,Businessperson,PERSON,https://twitter.com//kevin_reiss/status/953753272757751808
231,953744066658930688,twitter,0,Jeff Bezos Son Of Cuban Immigrant Gives 33 Million To Nonprofit Helping Dreamers Pay For College httpstcoojldToSkWZ,,Jeff Bezos,0,10,Person,Businessperson,PERSON,https://twitter.com//ASU_CLFSA/status/953744066658930688
232,953759957245218816,twitter,0,Jeff Bezos donates 33 million for DACA scholarships httpstco7AIRr5t17J via campusreform by eduneret,,Jeff Bezos,0,10,Person,Businessperson,PERSON,https://twitter.com//Nildam85/status/953759957245218816
233,953767789675806720,twitter,0,I wonder if Jeff Bezos pays for Amazon Prime,,Jeff Bezos,12,22,Person,Businessperson,PERSON,https://twitter.com//Xemnin/status/953767789675806720
234,953777308845969410,twitter,0,Amazon CEO Jeff Bezos is the richest man in the world but 700 of his Ohio employees are on food stamps httpstcopWpAyYZvbd,,Jeff Bezos,11,21,Person,Businessperson,PERSON,https://twitter.com//MICHOMOS/status/953777308845969410
235,953653229736218624,twitter,0,Why Jack Ma Became The Jack Ma JackMa AliBaba httpstcopqwRH0oW7i,,Jack Ma,4,11,Person,Businessperson,PERSON,https://twitter.com//kumarmanish9/status/953653229736218624
236,953654384122040320,twitter,0,Jack MaHats Off to you httpstcowWxQc8lODJ,,Jack Ma,0,7,Person,Businessperson,PERSON,https://twitter.com//apoorvjhs/status/953654384122040320
237,953683720585740288,twitter,0,Jack Ma the richest man in China said If you put Bananas and Money in front of Monkeys monkeys will choose httpstco4zL6qAdTd6,,Jack Ma,0,7,Person,Businessperson,PERSON,https://twitter.com//babs072007/status/953683720585740288
238,953685304531214336,twitter,0,You need the right people not the best people Jack Ma,,Jack Ma,46,53,Person,Businessperson,PERSON,https://twitter.com//ComfortAhmed1/status/953685304531214336
239,953727106193608704,twitter,0,pankan And the only reason Im interested in TRX is coz of its deal with Jack Ma Even if only ali sites use it it will be beneficial,,Jack Ma,72,79,Person,Businessperson,PERSON,https://twitter.com//GG_s0nic/status/953727106193608704
240,953673331953123328,twitter,0,Jack Ma applied for Harvard but was rejected 10 times via World Economic Forum httpstcoaTNyQu61am,,Jack Ma,0,7,Person,Businessperson,PERSON,https://twitter.com//shanghaiist/status/953673331953123328
241,953778896855379968,twitter,0,people who think Kylie Jenner was actually Kims surrogate are clueless please google surrogate requirements doesnt matter if shes family or shes rich,,Kylie Jenner,17,29,Person,Model,PERSON,https://twitter.com//kyliebleon/status/953778896855379968
242,953724361231519744,twitter,0,Wendy Williams launches savage attack on pregnant Kylie Jenner as she weighs in on Travis Scott split rumor httpstcoEBa4Od5bTg httpstco0voEWqy2aG,,Kylie Jenner,50,62,Person,Model,PERSON,https://twitter.com//RumorBus/status/953724361231519744
243,953778962022436864,twitter,0,Well Im sorry My child did something that Im proud of and I wasnt trying to brag Why put Kendall or I down bc of something she accomplished This is a mother of a kid in her class httpstcovLYpB3papx,,Twitter,-1,-1,Person,Celebrity,PERSON,https://twitter.com//jpasq_/status/953778962022436864
244,953778957844856832,twitter,0,One who has takes care of these five can achieve Shiva who has a sense of sound and melody who has words who has rhythm who has melody and finally one who has dance Jai Shree Mahakal,,Shiva,49,54,Person,Celebrity,PERSON,https://twitter.com//KDDPurohit/status/953778957844856832
245,953778819692822528,twitter,0,Id love if there were a way you could turn on a floating bubble above you that lets people around you know Please save all hot takes on Trump or Aziz Ansari for anybody but me,,Aziz Ansari,145,156,Person,Celebrity,PERSON,https://twitter.com//JoshLanzet/status/953778819692822528
246,953778819546189824,twitter,0,iamsrk One post was ther Who is ur dream manSomebody asked i said Its SRK n only SRKim soo loyal i dont even change years he has been d only one n onlySomebody replied then u better catch him only haha ur good looking he is nt going to refuse uff thy r really v sweet,,,0,0,Person,Celebrity,PERSON,https://twitter.com//NishasKhan/status/953778819546189824
247,953778422924263425,twitter,0,vss gt One of the central pillars of DAF de Sades philosophy of absolute selfishness is the idea that the individual has no responsibility for society other people or indeed anyone or anything other than himself or herself gt,,Marquis de Sade,-1,-1,Person,Celebrity,PERSON,https://twitter.com//madwurm/status/953778422924263425
248,953778347573698560,twitter,0,johndurant Last one was the most difficult for me Betty White could appear on the TV and Id be feelin it,,Betty White,50,61,Person,Celebrity,PERSON,https://twitter.com//allenthird/status/953778347573698560
249,953778133957824512,twitter,0,So it takes a retaliation to get what rightfully what should have happened Thats pretty sad DAntonis immediate response and feedback to the official should have been plenty httpstcoNIrZkWO6BW,,Twitter,-1,-1,Person,Celebrity,PERSON,https://twitter.com//houstonbetter/status/953778133957824512
250,953777719296253952,twitter,0,14US amp UN President GraceGatesClintonJooPh DJoo MiSuk amp US VicePresident amp President Microsot my husband Bill Gates of Residence in skdaegu city donggu dunsan ro 2 gil 930 1 floor 101 House as photos inner as my room httpstcoJFwC9irRHY,,Bill Gates,111,121,Person,Celebrity,PERSON,https://twitter.com//mkgrace_joo/status/953777719296253952
251,953777697473228800,twitter,0,LoganPaul Hey logan I was still wondering if youd be willing to pm me about some questions I have Id really appreciate it Thanks,,,0,0,Person,Celebrity,PERSON,https://twitter.com//hidrowiz1313/status/953777697473228800
252,953777448302399490,twitter,0,Cate Blanchett can fucking kill me if shed like,,Cate Blanchett,0,14,Person,Celebrity,PERSON,https://twitter.com//jame_a_lame_/status/953777448302399490
253,953776461109972994,twitter,0,Keith Jackson 89 httpstco7rMpMP2Epu RIP KeithJackson sports broadcaster collegefootball ABCSports HesAHoss WhoaNellie RoseBowl,,Keith Jackson,0,13,Person,Celebrity,PERSON,https://twitter.com//D_C_Haiku/status/953776461109972994
254,953776282986311681,twitter,0,Only man crush Id ever admit having is the one I have for Frank Ocean,,Frank Ocean,58,69,Person,Celebrity,PERSON,https://twitter.com//idekhaa/status/953776282986311681
255,953778934423937025,twitter,0,I liked a YouTube video httpstcoRnKAcJdlmD Nick Jonas HEART RATE MONITOR feat Selena Gomez Joe Jonas amp Jack Black STRONG,,Nick Jonas,43,53,Person,Celebrity,PERSON,https://twitter.com//charchil4/status/953778934423937025
256,953778915084029952,twitter,0,I liked a YouTube video httpstconfkcHORUjW Joe Rogan Experience 1066 Mel Gibson amp Dr Neil Riordan,,Joe Rogan,43,52,Person,Celebrity,PERSON,https://twitter.com//Harveyzchin/status/953778915084029952
257,953778913813114880,twitter,0,I added a video to a YouTube playlist httpstcovNzxlbgDG7 January 2018 Munzee monthly giveaway by PavelZR,,Munzee,70,76,Person,Celebrity,PERSON,https://twitter.com//Technical_13/status/953778913813114880
258,953778913322455040,twitter,0,I dont want to be dramatic but I would absolutely die for Claire Foy,,Claire Foy,58,68,Person,Celebrity,PERSON,https://twitter.com//ElyseBee/status/953778913322455040
259,953778907928498178,twitter,0,Am I the only one who didnt know that Snoop Dogg is married,,Snoop Dogg,38,48,Person,Celebrity,PERSON,https://twitter.com//barrettaray123/status/953778907928498178
260,953778905302880256,twitter,0,MattPalmerMusic Im literally sitting here like hmmmm thinking scrolling through the Aaliyah library in my head That was her coming out song after the R Kelly days And a complete BOP You may be right,,R Kelly,150,157,Person,Celebrity,PERSON,https://twitter.com//afrikofnature/status/953778905302880256
261,953778882678853632,twitter,0,Ive been sleep on Demi Lovato,,Demi Lovato,18,29,Person,Celebrity,PERSON,https://twitter.com//ibelladior/status/953778882678853632
262,953778864152629248,twitter,0,I may be falling in love with Charles Dera RealDera UncleJoe muffstache,,Charles Dera,30,42,Person,Celebrity,PERSON,https://twitter.com//GreenQueenNC/status/953778864152629248
263,953778844426743808,twitter,0,I wouldnt be surprised if Betty White outlives me at this point,,Betty White,26,37,Person,Celebrity,PERSON,https://twitter.com//Fueguel/status/953778844426743808
264,953778819692822528,twitter,0,Id love if there were a way you could turn on a floating bubble above you that lets people around you know Please save all hot takes on Trump or Aziz Ansari for anybody but me,,Aziz Ansari,145,156,Person,Celebrity,PERSON,https://twitter.com//JoshLanzet/status/953778819692822528
265,953778810285182977,twitter,0,brenden i TreiDontTweetIt Not only is he a sophomore but he just took your spot on the football team Coach saw the video and wasnt impressed He says you aint Chris Brown Nigga sit down Coach is white and loses his job Principle cancels season due to social media unrest Yall were 110,,Chris Brown,158,169,Person,Celebrity,PERSON,https://twitter.com//BadGuyNova/status/953778810285182977
266,953778774717468673,twitter,0,AntrimLens squinteratn Alright Jamie Oliver and Gordon Ramsay enough already with the potato lovein Im getting hungry here,,Gordon Ramsay,48,61,Person,Celebrity,PERSON,https://twitter.com//yvetteshapiro/status/953778774717468673
267,953778763950632961,twitter,0,I want some of you men to stop talking about the Aziz Ansari story and ask your female friends about coercion And how in certain spaces saying no to it leads to sexual assault or physical assault,,Aziz Ansari,49,60,Person,Celebrity,PERSON,https://twitter.com//BlkGrlsDontDate/status/953778763950632961
268,953778739678273536,twitter,0,joerogan How the hell did you land THE Mel Gibson Damn Im in,,Mel Gibson,39,49,Person,Celebrity,PERSON,https://twitter.com//BrentWooddell/status/953778739678273536
269,953778737149108224,twitter,0,I vote for Kevin Spacey httpstcoQy9Y08RI3G,,Kevin Spacey,11,23,Person,Celebrity,PERSON,https://twitter.com//MorleyWalker1/status/953778737149108224
270,953778798742462464,twitter,0,LindaSuhler Jim Acosta is NOT a journalist He is a puppet of the Lefts political agenda therefore indeed should not be permitted in the press room or anywhere near the President of the United States He is a danger to POTUS,,Jim Acosta,12,22,Person,Celebrity,PERSON,https://twitter.com//DeniseP96241199/status/953778798742462464
271,953778777707999232,twitter,0,Wap Kon Jorge News Here are highlights of the Reuters Oval Office interview with US President Donald Trump on Wednesday httpstcobKod1oMxam httpstcoY50c2jxQOT,,Donald Trump,94,106,Person,President,PERSON,https://twitter.com//WapFoutKonJorge/status/953778777707999232
272,953778768820174850,twitter,0,InTouch magazine has published excerpts from an interview it claims to have conducted with Stormy Daniels in 2011 in which she details a sexual encounter with Donald Trump It will release the full 5500word account later this week httpstcogHoc8afnlk,,Donald Trump,159,171,Person,President,PERSON,https://twitter.com//DylanHayward94/status/953778768820174850
273,953778672313434112,twitter,0,Warming up for the hottest ticket in town with TTrumpette BBC edballs CELEBRATING 1 year Anniversary President Donald TrumprealDonaldTrump EricTrump DonaldJTrumpJr WE ARE MAKING AMERICA GREAT AGAIN TrumpTrain2020 httpstcoP0B7SwwIju,,Donald Trump,111,123,Person,President,PERSON,https://twitter.com//TINAHILLSTROM1/status/953778672313434112
274,953778529346433026,twitter,0,nesiemom funder realDonaldTrump You make a good point People were deceived by Trump and assumed that he would not break up their family Now they are dealing with the devastating consequences of voting for Donald Trump,,Donald Trump,205,217,Person,President,PERSON,https://twitter.com//AstorGoodwin/status/953778529346433026
275,953778835291627521,twitter,0,EdKrassen IRdotnet realDonaldTrump Thats a joke no ones done more harm to the unity of this nation as did Barack Obama,,Barack Obama,106,118,Person,President,PERSON,https://twitter.com//Dterr41958Derek/status/953778835291627521
276,953778785962397696,twitter,0,Barack Obama Surprised Michelle For Her Birthday And Im Feelin Emotional BuzzFeed httpstcogjvCwlK3pv,,Barack Obama,0,12,Person,President,PERSON,https://twitter.com//gas_bill/status/953778785962397696
277,953778774272716800,twitter,0,The Trump administration has claimed the National Park Service was afflicted with a culture of sexual misconduct during the administration of President Barack Obama that was not adequately addressed by the previous leadership httpstcoQBRZwCcu85,,Barack Obama,152,164,Person,President,PERSON,https://twitter.com//MyDemonVagina/status/953778774272716800
278,953778588389658624,twitter,0,brithume ericmetaxas I swear its like you guys are completely oblivious to the hyperbolic undertones of your coverage of Barack Obamas for 8 years,,Barack Obama,121,133,Person,President,PERSON,https://twitter.com//EricHeiden1/status/953778588389658624
279,953778135375294464,twitter,0,Former White House Staffs Viral Tweet Tells A Lot About Barack Obamas Presidency And Immigrant Issues httpstco3Ek8wr5C1o,,Barack Obama,56,68,Person,President,PERSON,https://twitter.com//spennington33/status/953778135375294464
280,953775434990325767,twitter,0,Vladimir Putin Says Communism Is Like Christianity httpstco8KFgxtAaPI,,Vladimir Putin,0,14,Person,President,PERSON,https://twitter.com//1290wjno/status/953775434990325767
281,953772614807375872,twitter,0,Gee I wonder how well realDonaldTrump is getting along with Kim Jongun and Vladimir Putin now Hard to believe Russia would want to help North Korea with their nuclear missile program I mean why would our friend Vlad be interested in nuclear missiles aimed at the US,,Vladimir Putin,75,89,Person,President,PERSON,https://twitter.com//karlerikson/status/953772614807375872
282,953770068923514881,twitter,0,Christopher Hitchens warns about Vladimir Putin httpstcofZsSo1zltx,,Vladimir Putin,33,47,Person,President,PERSON,https://twitter.com//lobertscom/status/953770068923514881
283,953766459662127109,twitter,0,Im sure your constituents and Vladimir Putin appreciate the kindness and consideration you showed in your visit to Bashar alAssad President of Syria Tulsi Gabbard skeptical Assad regime behind gas attack httpstco5B1W8jryrb httpstco3lk2w3CZ5t,,Vladimir Putin,30,44,Person,President,PERSON,https://twitter.com//21law/status/953766459662127109
284,953765143485337600,twitter,0,Halfnaked Russian pilots film themselves dancing in bondage gear at Vladimir Putins top training college httpstcoiRq7onnCjW,,Vladimir Putin,68,82,Person,President,PERSON,https://twitter.com//ArbagoKorolev/status/953765143485337600
